LRI,OPRR,PRR,SPRR,SRR,SRR,SRR,SRR,SRR
0.41844118606949066,0.34305601541756564,0.16315435378220913,0.2807349629755776,0.20839660787931266,0.1510580996695285,0.22975033384739044,0.16432717993339482,0.16012492884976115
0.6726924525205302,0.7113056112939452,0.6125439450715261,0.5563728130026033,0.6173881097283511,0.702453902536514,0.5913374356489874,0.6437547774881245,0.6990034959689507
0.44804942167519735,0.3992414290034066,0.23249293065545107,0.34609361463880783,0.2537431613495683,0.2983946384470209,0.15401416418860928,0.23586642261192653,0.1362083067458918
0.7831001832649561,0.8892287081755986,0.8838471375260143,0.8583441445606005,0.8583441445606005,0.834931156841116,0.8583441445606005,0.8692163247402327,0.9135574123412236
0.7280711067134146,0.530544631378246,0.49780329170692655,0.6616819564012888,0.46425850842460026,0.5405303854324212,0.4887995187943571,0.6154333768584475,0.4567125394987649
0.7711575052838051,0.5212809824017957,0.5500212636476933,0.5608833028829047,0.557342921702497,0.4904628341144643,0.472796705872333,0.43617762903858837,0.5472283370580096
0.6520910273190321,0.6497512600339924,0.6362254095872282,0.6540302166477883,0.4913135550276803,0.40686420580568533,0.39802575569604404,0.6296619293712951,0.6552915813363575
0.7857985305444682,0.347903705412336,0.3769386382447322,0.4319596577678979,0.2965398725301757,0.24633912102520894,0.26585811185804337,0.32808715207800493,0.28281386283240895
0.4479971150108782,0.47988016147637524,0.3561320244480193,0.46069220200344774,0.3478896587522358,0.3392445432509282,0.45976757724417816,0.3427816715487891,0.3043858225975009
0.5741641897150787,0.33714178703919656,0.2930707334046539,0.3996826718445298,0.32445296796401835,0.2749088179493237,0.36781946883510785,0.20197949557670253,0.3877725195562063
0.48772600330577537,0.21517958519049896,0.18297686404182253,0.1887588276771942,0.21517958519049896,0.13428293203234098,0.10786217451903624,0.18297686404182253,0.1887588276771942
0.8981524264458701,0.7770711967413827,0.7748135104795468,0.8245648069043354,0.6785836007238136,0.7697520359384713,0.7821554460968024,0.6941429158481868,0.82898311314734
0.4419843027631314,0.5722204592462313,0.6212465044371753,0.5302525699619532,0.5199302967082735,0.48634029591396677,0.6795086173213585,0.44902403708927835,0.5609268612792904
0.8683081938569177,0.634412976287605,0.46878469232733444,0.6087744474143789,0.4447288654017588,0.6449388948202172,0.67217069568622,0.46873077927338896,0.6813688785692041
0.557420028583789,0.1793167238759616,0.06555239273222334,0.1793167238759616,0.08846197084836262,0.08846197084836262,0.1793167238759616,0.08846197084836262,0.08846197084836262
0.8551621575445775,0.7123586385507683,0.7070988153961585,0.786592079876847,0.6017789962049299,0.5655449513320627,0.5555887386362013,0.6524632270258178,0.6062753315591894
0.7174822109510002,0.6894302280087566,0.6530215325110496,0.6693786163104496,0.6951841910359298,0.6108317601895843,0.6874861386799057,0.5666532212433504,0.5428870916561135
0.711159822770657,0.6036236371294097,0.29690892446730094,0.3744578059776855,0.4981764736499775,0.3395093541833998,0.3451795981247118,0.4981764736499775,0.5219892369673312
0.35443615583148214,0.06855731093441415,0.06855731093441415,0.06855731093441415,0.17721807791574107,0.04203572274298471,0.03622025566044231,0.054330383490663464,0.04203572274298471
0.8355132821896081,0.5894108532083656,0.5367077571527038,0.6151380198295694,0.4217383078205819,0.465685224338721,0.5230038282672974,0.4662097297231174,0.4488530964509597
0.7411520647020131,0.7294399894908825,0.5333284219883141,0.5675703328880554,0.530166880839471,0.5643591363294381,0.4753377205753094,0.49032764060694817,0.4798915238806979
0.7214195817478589,0.4440041460137082,0.24473115695671754,0.4394110696087958,0.1787699796180233,0.20439784669258815,0.2959489970966798,0.20594195267223073,0.3600223792814234
0.4945917460883958,0.2535661289766013,0.15611790340852214,0.18163564772773091,0.1229659698872879,0.08393733275603986,0.09744822556807911,0.09744822556807911,0.1229659698872879
0.7407211095449886,0.5875697748672097,0.5813882555323966,0.5968044967069609,0.5230516575160988,0.5897471530668856,0.49187130892571757,0.5326076720695387,0.5679119224682329
0.6246476966654604,0.6920053923632441,0.6524740979724848,0.6352410846557202,0.7123616790100538,0.6965022403624997,0.7327906732871335,0.6906318176940336,0.6417073922016442
0.698462664410085,0.5448873954709723,0.4487863157874456,0.442598416730109,0.4673168606110679,0.4970710305494924,0.41508558296822295,0.4503743602229717,0.46465689143511807
0.788121997535567,0.5807034618942486,0.5542811974266468,0.4214993817727613,0.48042834750711966,0.5217013787585933,0.48890681909848765,0.5476358627268528,0.47953630276547266
0.4713112547084652,0.5958242571961068,0.6271287890488592,0.6719975179512475,0.615916100643248,0.5274588420655022,0.5315268848251207,0.5495846645463308,0.5118220750112087
0.6617638985254797,0.4630347368717131,0.3045369237089044,0.31879420248188833,0.30806815650157005,0.3066797508751166,0.17020453635603383,0.31188203140630644,0.15469993095040432
0.8070426270419737,0.5905447805100551,0.5575840655551306,0.48427121774554865,0.4566302610840831,0.47852572356221007,0.4397164229561492,0.44144162623993083,0.5221984057615765
0.6220812219017463,0.4454329711151884,0.1868136847454455,0.275445647597866,0.30237709481553143,0.4186613691151422,0.33971691167183443,0.17522068805055294,0.22047601927436217
0.7752427670115267,0.6631096301049092,0.6391772265359829,0.7336065168577284,0.504274169634124,0.6076062405568847,0.6354730924319474,0.6712002530195078,0.6064414656995987
0.5352811827680042,0.12934395221804168,0.12103812696590094,0.12934395221804168,0.12103812696590094,0.1093083205071647,0.12103812696590094,0.0,0.0
